recipe_id_candidate,display_name,ingredient_position,ingredient_raw_text,ingredient_name_normalized,quantity_value,quantity_unit,defer_reason,suggested_future_rule
recipes_v1_1_candidate_075,Mom's Goulash in the Microwave,4,1 cup sliced celery,celery,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_075,Mom's Goulash in the Microwave,6,1 (14.5 ounce) can diced tomatoes,tomatoes,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_075,Mom's Goulash in the Microwave,7,1 (10 ounce) can tomato sauce,tomato sauce,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_075,Mom's Goulash in the Microwave,9,1 tablespoon paprika,paprika,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_075,Mom's Goulash in the Microwave,11,¼ teaspoon caraway seed,caraway seed,0.25,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_075,Mom's Goulash in the Microwave,12,"1 pinch cayenne pepper, or to taste",cayenne pepper,1.0,pinch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_076,Shrimp Vermicelli Salad,3,"2 stalks celery, chopped",celery,2.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_076,Shrimp Vermicelli Salad,4,1 tablespoon chopped fresh parsley,parsley,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_076,Shrimp Vermicelli Salad,7,1 cup mayonnaise,mayonnaise,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_076,Shrimp Vermicelli Salad,9,salt and pepper to taste,salt and pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_077,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",6,1 teaspoon ground ginger,ginger,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_077,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",7,¾ teaspoon hot red pepper flakes,hot red pepper flakes,0.75,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_077,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",8,2 tablespoons mayonnaise,mayonnaise,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_078,Spicy Air Fryer Green Beans,6,"½ teaspoon red pepper flakes, or to taste",red pepper flakes,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_079,Chinese Garlic Green Beans,1,"1 tablespoon oil, peanut or sesame",peanut or sesame,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_079,Chinese Garlic Green Beans,4,2 tablespoons oyster sauce,oyster sauce,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_080,Mexican Rice and Beans,3,"1 small poblano pepper, diced",poblano pepper,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_080,Mexican Rice and Beans,6,2 teaspoons paprika,paprika,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_080,Mexican Rice and Beans,7,1 teaspoon ground cumin,cumin,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_080,Mexican Rice and Beans,9,salt and ground black pepper to taste,salt and black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_080,Mexican Rice and Beans,10,2 tablespoons tomato paste,tomato paste,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_080,Mexican Rice and Beans,11,2 cups vegetable broth,vegetable broth,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_080,Mexican Rice and Beans,12,"1 (14 ounce) can pinto beans, rinsed and drained",pinto beans,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_081,Tofu and Rice Stuffed Peppers,5,"1 (12 ounce) package extra-firm tofu, drained and diced",firm tofu,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_081,Tofu and Rice Stuffed Peppers,6,"1 ¾ cups marinara sauce, divided",marinara sauce,1.75,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_081,Tofu and Rice Stuffed Peppers,7,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_081,Tofu and Rice Stuffed Peppers,8,ground black pepper to taste,black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_081,Tofu and Rice Stuffed Peppers,9,"2 red bell peppers, halved and seeded",red bell peppers,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_081,Tofu and Rice Stuffed Peppers,10,"2 orange bell peppers, halved and seeded",orange bell peppers,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_081,Tofu and Rice Stuffed Peppers,11,2 cups shredded mozzarella cheese,mozzarella cheese,2.0,cup,cheese_cup_deferred_without_specific_safe_rule,add_specific_cheese_cup_rules_after_review
recipes_v1_1_candidate_081,Tofu and Rice Stuffed Peppers,12,8 slices tomato,tomato,8.0,slice,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,1,¼ cup ghee (clarified butter),ghee,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,4,1 tablespoon curry powder,curry powder,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,5,1 (14 ounce) can coconut milk,coconut milk,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,7,"1 large potato, chopped",potato,1.0,count,potato_count_deferred_size_ambiguous,add_potato_count_rule_only_with_size_signal
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,8,"1 medium parsnip, chopped",parsnip,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,9,"½ head broccoli, cut into florets",broccoli,0.5,head,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,10,"¼ head cauliflower, cut into florets",cauliflower,0.25,head,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,11,2 cups sliced fresh mushrooms,mushrooms,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_083,Air Fryer Turkey Stuffed Peppers,1,3 bell peppers,bell peppers,3.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_083,Air Fryer Turkey Stuffed Peppers,5,1/4 cup ketchup,ketchup,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_083,Air Fryer Turkey Stuffed Peppers,6,1 1/2 tablespoons Italian herb seasoning blend,italian herb seasoning blend,1.5,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_083,Air Fryer Turkey Stuffed Peppers,7,1/2 teaspoon red pepper flakes,red pepper flakes,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_083,Air Fryer Turkey Stuffed Peppers,13,olive oil cooking spray,olive oil cooking spray,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_083,Air Fryer Turkey Stuffed Peppers,14,1/2 cup shredded mozzarella cheese,mozzarella cheese,0.5,cup,cheese_cup_deferred_without_specific_safe_rule,add_specific_cheese_cup_rules_after_review
recipes_v1_1_candidate_083,Air Fryer Turkey Stuffed Peppers,15,"parsley, for garnish (optional)",parsley,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,3,1/2 teaspoon garlic powder,garlic powder,0.5,teaspoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,4,1/4 teaspoon white pepper,white pepper,0.25,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,5,"1 teaspoon paprika, divided",paprika,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,8,2/3 cup cornstarch,cornstarch,0.6667,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,9,3/4 teaspoon pepper,pepper,0.75,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,10,"6 hamburger buns,",hamburger buns,6.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,11,1 1/4 cups club soda,club soda,1.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,12,"oil for frying, or as needed",oil for frying,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,13,"shredded iceberg lettuce, to taste",iceberg lettuce,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,14,3 tablespoons mayonnaise,mayonnaise,3.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_085,Refried Beans Without the Refry,1,"3 cups dry pinto beans, rinsed",dry pinto beans,3.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_085,Refried Beans Without the Refry,3,"½ fresh jalapeno pepper, seeded and chopped",jalapeno pepper,0.5,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_085,Refried Beans Without the Refry,7,"⅛ teaspoon ground cumin, optional",cumin,0.125,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,2,salt and freshly ground black pepper,salt and freshly black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,4,1 teaspoon ground turmeric,turmeric,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,6,2 teaspoons fresh ginger,ginger,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,8,1 cup tomato,tomato,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,9,2 cups green beans,green beans,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,10,1 teaspoon curry powder,curry powder,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,11,1 pinch ground cinnamon,cinnamon,1.0,pinch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,12,1/4 teaspoon ground cumin,cumin,0.25,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,14,2 bay leaves,bay leaves,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,15,2 teaspoons fish sauce,fish sauce,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_086,One Pot Turmeric Chicken and Rice,16,1 1/2 cups chicken stock,chicken stock,1.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_087,Shrimp Lemon Pepper Linguini,1,1 (8 ounce) package linguine pasta,linguine pasta,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_087,Shrimp Lemon Pepper Linguini,5,¼ cup white wine,white wine,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_087,Shrimp Lemon Pepper Linguini,7,½ teaspoon lemon zest,lemon zest,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_087,Shrimp Lemon Pepper Linguini,8,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_087,Shrimp Lemon Pepper Linguini,9,2 teaspoons freshly ground black pepper,freshly black pepper,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_087,Shrimp Lemon Pepper Linguini,11,¼ cup butter,butter,0.25,cup,butter_deferred_until_mapping_decision,decide_butter_mapping_then_add_tablespoon_cup_rules
recipes_v1_1_candidate_087,Shrimp Lemon Pepper Linguini,12,3 tablespoons chopped fresh parsley,parsley,3.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_087,Shrimp Lemon Pepper Linguini,13,1 tablespoon chopped fresh basil,basil,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_088,African Chicken Stew,2,"1 (3 pound) roasting chicken, deboned and cut into bite size pieces",deboned and cut into bite size pieces,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_088,African Chicken Stew,3,"1 large potato, diced",potato,1.0,count,potato_count_deferred_size_ambiguous,add_potato_count_rule_only_with_size_signal
recipes_v1_1_candidate_088,African Chicken Stew,6,1 teaspoon ground cumin,cumin,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_088,African Chicken Stew,7,1 teaspoon ground coriander seed,coriander seed,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_088,African Chicken Stew,8,1 teaspoon crushed red pepper flakes,red pepper flakes,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_088,African Chicken Stew,12,¾ cup unsalted natural-style peanut butter,unsalted natural style peanut butter,0.75,cup,butter_deferred_until_mapping_decision,decide_butter_mapping_then_add_tablespoon_cup_rules
recipes_v1_1_candidate_088,African Chicken Stew,13,"1 (15 ounce) can chickpeas, drained and rinsed",chickpeas,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_089,Filipino Chicken Salad,1,"1 skinless, boneless chicken breast",chicken breast,1.0,count,meat_or_seafood_count_deferred,
recipes_v1_1_candidate_089,Filipino Chicken Salad,2,⅔ cup elbow macaroni,elbow macaroni,0.6667,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_089,Filipino Chicken Salad,3,"1 (20 ounce) can pineapple chunks, drained",pineapple chunks,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_089,Filipino Chicken Salad,4,2 (1.5 ounce) boxes raisins,raisins,2.0,box,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_089,Filipino Chicken Salad,5,"2 stalks celery, sliced",celery,2.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_089,Filipino Chicken Salad,6,"1 apple, cored and diced",cored and,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_089,Filipino Chicken Salad,8,1 cup mayonnaise,mayonnaise,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_090,BBQ Meatballs,3,1/2 cup tortilla chips,tortilla chips,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_090,BBQ Meatballs,4,2 tablespoons ketchup,ketchup,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_090,BBQ Meatballs,6,1 teaspoon smoked paprika,smoked paprika,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_090,BBQ Meatballs,7,1 teaspoon garlic powder,garlic powder,1.0,teaspoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_090,BBQ Meatballs,8,1 teaspoon onion powder,onion powder,1.0,teaspoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_090,BBQ Meatballs,9,1/2 teaspoon cayenne pepper,cayenne pepper,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_090,BBQ Meatballs,10,1/2 teaspoon oregano,oregano,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_090,BBQ Meatballs,12,1/2 teaspoon pepper,pepper,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_090,BBQ Meatballs,13,"2 tablespoons BBQ sauce, or as needed, for basting",bbq sauce,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_091,Vegetable Fried Rice,3,2 tablespoons peanut oil,peanut oil,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_091,Vegetable Fried Rice,5,"1 small green bell pepper, chopped",green bell pepper,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_091,Vegetable Fried Rice,7,¼ teaspoon red pepper flakes,red pepper flakes,0.25,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_091,Vegetable Fried Rice,10,1 cup frozen petite peas,petite peas,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_091,Vegetable Fried Rice,12,¼ cup roasted peanuts (Optional),roasted peanuts,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_092,Thanksgiving Gluten-Free Stuffing,1,1 (1 pound) loaf gluten-free bread,loaf gluten free bread,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_092,Thanksgiving Gluten-Free Stuffing,4,"3 stalks celery, diced",celery,3.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_092,Thanksgiving Gluten-Free Stuffing,5,1 teaspoon chopped fresh sage,sage,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_092,Thanksgiving Gluten-Free Stuffing,6,1 teaspoon dried thyme leaves,thyme leaves,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_092,Thanksgiving Gluten-Free Stuffing,8,ground black pepper to taste,black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_092,Thanksgiving Gluten-Free Stuffing,9,2 cups gluten-free chicken broth,gluten free chicken broth,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_093,Savory Vegetarian Quinoa,4,"4 large mushrooms, chopped",mushrooms,4.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_093,Savory Vegetarian Quinoa,6,4 cups savory vegetable broth,savory vegetable broth,4.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_093,Savory Vegetarian Quinoa,7,2 cups quinoa,quinoa,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_093,Savory Vegetarian Quinoa,9,1 teaspoon ground ginger,ginger,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_093,Savory Vegetarian Quinoa,10,2 cups baby kale,baby kale,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_094,Sweet and Sour Stuffed Cabbage,3,"2 heads cabbage, cored",cabbage,2.0,head,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_094,Sweet and Sour Stuffed Cabbage,5,"2 cups ketchup, divided",ketchup,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_094,Sweet and Sour Stuffed Cabbage,7,"3 teaspoons garlic powder, divided",garlic powder,3.0,teaspoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_094,Sweet and Sour Stuffed Cabbage,8,salt and ground black pepper to taste,salt and black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_094,Sweet and Sour Stuffed Cabbage,9,3 (28 ounce) cans crushed tomatoes,tomatoes,3.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_094,Sweet and Sour Stuffed Cabbage,11,½ cup raisins,raisins,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_094,Sweet and Sour Stuffed Cabbage,12,1 teaspoon citric acid powder,citric acid powder,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_095,Beef and Butternut Squash Chili,4,"1 medium butternut squash - peeled, seeded, and cubed",butternut squash,1.0,count,butter_deferred_until_mapping_decision,decide_butter_mapping_then_add_tablespoon_cup_rules
recipes_v1_1_candidate_095,Beef and Butternut Squash Chili,7,1 tablespoon chili powder,chili powder,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_095,Beef and Butternut Squash Chili,8,½ teaspoon ground cinnamon,cinnamon,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_095,Beef and Butternut Squash Chili,9,1 (14.5 ounce) can crushed tomatoes,tomatoes,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_095,Beef and Butternut Squash Chili,10,1 ½ cups beef broth,beef broth,1.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_095,Beef and Butternut Squash Chili,13,"1 (15 ounce) can black beans, rinsed and drained (Optional)",black beans,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_096,Veggie Burgers,5,"1 small summer squash, shredded",summer squash,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_096,Veggie Burgers,6,"1 small zucchini, shredded",zucchini,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_096,Veggie Burgers,8,¼ cup shredded Cheddar cheese,cheddar cheese,0.25,cup,cheese_cup_deferred_without_specific_safe_rule,add_specific_cheese_cup_rules_after_review
recipes_v1_1_candidate_097,Granny's Easy Chili,3,"1 stalk celery, chopped",celery,1.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_097,Granny's Easy Chili,6,4 (16 ounce) cans chili beans,chili beans,4.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_097,Granny's Easy Chili,7,1 (14.5 ounce) can stewed tomatoes,stewed tomatoes,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_097,Granny's Easy Chili,10,salt and pepper to taste,salt and pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_097,Granny's Easy Chili,11,2 teaspoons chili powder,chili powder,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_098,Indian Sweet Potato and Lentil Soup,4,1 ½ teaspoons garam masala,garam masala,1.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_098,Indian Sweet Potato and Lentil Soup,5,½ teaspoon ground turmeric,turmeric,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_098,Indian Sweet Potato and Lentil Soup,6,2 pinches red pepper flakes,pinches red pepper flakes,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_098,Indian Sweet Potato and Lentil Soup,7,4 cups vegetable broth,vegetable broth,4.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_098,Indian Sweet Potato and Lentil Soup,8,1 cup lentils,lentils,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_098,Indian Sweet Potato and Lentil Soup,9,"2 sweet potatoes, peeled and cut into 1/2-inch cubes",sweet potatoes,2.0,count,potato_count_deferred_size_ambiguous,add_potato_count_rule_only_with_size_signal
recipes_v1_1_candidate_098,Indian Sweet Potato and Lentil Soup,10,4 cups chopped fresh spinach,spinach,4.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_098,Indian Sweet Potato and Lentil Soup,11,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_099,Spicy Indian Dahl,1,1 cup red lentils,red lentils,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_099,Spicy Indian Dahl,2,"2 tablespoons ginger root, minced",ginger root,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_099,Spicy Indian Dahl,3,1 teaspoon mustard seed,mustard seed,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_099,Spicy Indian Dahl,4,2 tablespoons chopped fresh cilantro,cilantro,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_099,Spicy Indian Dahl,5,"4 tomatoes, chopped",tomatoes,4.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_099,Spicy Indian Dahl,7,"3 jalapeno peppers, seeded and minced",seeded and,3.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_099,Spicy Indian Dahl,8,1 tablespoon ground cumin,cumin,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_099,Spicy Indian Dahl,9,1 tablespoon ground coriander seed,coriander seed,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_099,Spicy Indian Dahl,13,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_100,Easy Deviled Egg Potato Salad,3,1/4 cup mayonnaise,mayonnaise,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_100,Easy Deviled Egg Potato Salad,4,2 tablespoons onions,onions,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_100,Easy Deviled Egg Potato Salad,5,1 tablespoon mustard,mustard,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_100,Easy Deviled Egg Potato Salad,6,"1 stalk celery, diced",celery,1.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_101,Simple Hot and Sour Soup,3,"½ (12 ounce) package silken tofu, cut into 1/2-inch cubes",silken tofu,0.5,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_101,Simple Hot and Sour Soup,4,"1 (8 ounce) can bamboo shoots, cut into thin matchstick-size pieces",bamboo shoots,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_101,Simple Hot and Sour Soup,6,1 teaspoon ground white pepper,white pepper,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_101,Simple Hot and Sour Soup,7,10 fluid ounces chicken stock,fluid ounces chicken stock,10.0,count,meat_or_seafood_count_deferred,
recipes_v1_1_candidate_101,Simple Hot and Sour Soup,10,1 teaspoon Shaoxing cooking wine,shaoxing cooking wine,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_101,Simple Hot and Sour Soup,11,salt to taste,salt,,,missing_or_invalid_quantity_value,
