final_recipe_id,source_row_number,recipe_signature,recipe_title,category,subcategory,description,ingredients_json,directions_json,num_ingredients,num_steps,recipe_kind_guess,final_subset_source,final_subset_reason,selection_score,noise_score
pilot_recipe_final_042,58628,64633059bdee70ddec57658f5bbbec65bfa15caf,Grilled Pork Tenderloin with Balsamic Honey Glaze,Pork,Pork Tenderloin,This is such a tender and juicy pork tenderloin! We love this one and rarely have leftovers!,"[""1 tablespoon garlic powder"", ""1 tablespoon onion powder"", ""2 teaspoons chili powder"", ""2 teaspoons paprika"", ""1 teaspoon salt"", ""2 tablespoons olive oil, divided"", ""1 (3 pound) pork tenderloin"", ""\u00bc cup balsamic vinegar"", ""1 teaspoon honey"", ""1 teaspoon Dijon mustard""]","[""Mix garlic, onion, and chili powders with paprika and salt. Rub mixture all over pork tenderloin."", ""Heat 1 tablespoon olive oil over medium-high heat. Add pork and sear until golden brown on all sides, about 2 minutes per side. Wrap tenderloin in aluminum foil."", ""Preheat an outdoor grill for medium-high heat and lightly oil the grate. Grill the pork in its foil for 20 minutes."", ""Meanwhile, mix balsamic vinegar, honey, mustard together with the remaining olive oil. Unwrap pork on the grill and liberally brush the glaze on all sides. Continue grilling, brushing on more glaze, until an instant-read thermometer inserted into the center reads 145 degrees F (63 degrees C), about 10 minutes more."", ""Allow to rest at room temperature for 5 minutes before cutting. Drizzle with any remaining glaze if desired.""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.71,0
pilot_recipe_final_043,59148,aec12be9dc9800ad519014d1acfd530da26fea67,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,This ham and cheese breakfast casserole is very filling. It should be assembled and then refrigerated overnight. I usually make this Christmas Eve and serve it Christmas morning after we open our presents.,"[""18 (1 ounce) slices white bread, cubed"", ""8 ounces cooked ham, cubed"", ""2 cups shredded Cheddar cheese"", ""1 \u00bd cups diced Swiss cheese"", ""6 eggs"", ""3 \u00bd cups milk"", ""\u00bd teaspoon onion powder"", ""2 cups crushed cornflakes cereal"", ""\u00bd cup butter, melted""]","[""Lightly grease a 9x13-inch baking dish."", ""Line the bottom of the prepared baking dish with 1/2 of the bread cubes. Sprinkle with ham, Cheddar cheese, and Swiss cheese, and top with remaining bread."", ""Beat together eggs, milk, and onion powder in a large bowl. Pour evenly over bread. Cover and refrigerate overnight."", ""Preheat the oven to 375 degrees F (190 degrees C)."", ""Blend crushed cornflakes and melted butter in a small bowl. Spread evenly over casserole."", ""Bake in the preheated oven until bubbly and golden brown, about 40 minutes. Let stand 5 minutes before serving.""]",9,6,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.59,0
pilot_recipe_final_044,35131,9c8ff8381fab73861f32d71c4f66813a8ed9e03f,Healthier Broiled Tilapia Parmesan,Healthy Recipes,Healthy Makeover Recipes,This healthier broiled tilapia Parmesan recipe is my favorite tilapia recipe ever! I want to eat it every day. I make it more nutritious by using light mayonnaise and less butter.,"[""\u00bd cup Parmesan cheese"", ""3 tablespoons light mayonnaise"", ""2 tablespoons unsalted butter, softened"", ""2 tablespoons fresh lemon juice"", ""\u00bc teaspoon dried basil"", ""\u00bc teaspoon ground black pepper"", ""\u215b teaspoon onion powder"", ""\u215b teaspoon celery salt"", ""2 pounds tilapia fillets""]","[""Set an oven rack 4 to 6 inches from the heat source and preheat the oven's broiler. Grease a broiler pan or line pan with aluminum foil."", ""Combine Parmesan cheese, mayonnaise, butter, and lemon juice in a small bowl; season with basil, black pepper, onion powder, and celery salt. Mix well; set aside. Arrange fillets in a single layer on the prepared pan."", ""Broil for 4 to 6 minutes, flipping fillets halfway. Remove fillets from oven; coat top side with Parmesan mixture. Continue broiling until fish flakes easily with a fork, about 2 minutes more.""]",9,3,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.48,0
pilot_recipe_final_045,35127,5d6f9c630a918d258a8c8669decdb5ebf8269263,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,"I like this healthier version of eggplant Parmesan because it is not fried and very tasty. I use whole wheat bread crumbs and reduce the amount of fat. Also, I use mostly egg whites instead of whole eggs.","[""1 large egg"", ""3 large egg whites"", ""1 tablespoon water"", ""2 cups whole wheat bread crumbs"", ""3 eggplant, peeled and thinly sliced"", ""6 cups spaghetti sauce, divided"", ""\u00be pound part-skim mozzarella cheese, shredded and divided"", ""\u00bd cup grated Parmesan cheese, divided"", ""\u00bd teaspoon dried basil""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Beat together egg, egg whites, and water in a shallow bowl until well combined. Place bread crumbs on a large plate."", ""Dip eggplant slices in egg mixture, then bread crumbs until evenly coated. Place in a single layer on a baking sheet."", ""Bake in the preheated oven until fork tender, 7 to 10 minutes on each side."", ""Spread spaghetti sauce to cover the bottom of a 9x13-inch baking dish. Place a layer of baked eggplant slices in sauce. Sprinkle with some mozzarella and Parmesan cheese. Repeat with remaining ingredients, ending with cheeses. Sprinkle basil on top."", ""Bake in the preheated oven until golden brown, about 35 minutes.""]",9,6,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.67,0
pilot_recipe_final_046,35100,3e4fbb43971e83a6b16eced1545705f236e940dc,Healthier Ultimate Twice-Baked Potatoes,Healthy Recipes,Healthy Makeover Recipes,I love these in a restaurant so when I make them at home I try to make them a little healthier.,"[""4 large baking potatoes"", ""8 slices bacon"", ""1 cup light sour cream"", ""\u00bd cup nonfat milk"", ""\u00bd teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""\u00bd cup shredded Cheddar cheese"", ""4 green onions, sliced"", ""\u00bd cup shredded Cheddar cheese"", ""4 green onions, sliced""]","[""Preheat oven to 350 degrees F (175 degrees C)."", ""Bake potatoes in preheated oven until easily pierced with a fork, about 1 hour. Allow to cool for 10 minutes. Do not turn off oven."", ""Meanwhile, cook bacon in a large deep skillet over medium-high heat until evenly browned. Drain, crumble, and set aside."", ""Slice potatoes in half lengthwise and scoop flesh into a large bowl; save skins. Mix in sour cream, milk, salt, pepper, 1/2 cup Cheddar cheese, and half the green onions into potato flesh. Blend with a hand mixer until creamy. Spoon potato mixture into potato skins. Top each with remaining 1/2 cup Cheddar cheese, 4 sliced green onions, and bacon."", ""Bake in oven until filling is hot and cheese is melted, about 15 minutes.""]",10,5,side_only,kept_original,useful side-dish pattern worth keeping for parsing diversity,7.73,0
pilot_recipe_final_047,58681,dae493fc4e14ff8f77297d01dcc8e333852e9a9f,Herb-Crusted Pork Sirloin Roast,Pork,Pork Loin,"No store-bought spice rub here. An easy-to-make, homemade rub adds great flavor to the pork!","[""1 (2 1/2 pound) boneless pork sirloin roast"", ""3 tablespoons olive oil"", ""2 teaspoons minced garlic"", ""2 teaspoons chopped fresh thyme"", ""2 teaspoons chopped fresh sage"", ""2 teaspoons finely grated lemon zest"", ""1 \u00bd teaspoons chopped fresh rosemary"", ""1 teaspoon sea salt"", ""1 teaspoon coarsely ground black pepper""]","[""Bring roast to room temperature by removing from the refrigerator 30 minutes before cooking."", ""Preheat the oven to 350 degrees F (175 degrees C)."", ""Combine olive oil, garlic, thyme, sage, lemon zest, rosemary, salt, and pepper in a small bowl. Spread rub over roast until completely coated. Place on a rack in a roasting pan."", ""Roast in the preheated oven until slightly pink in the center, 45 to 60 minutes. An instant-read thermometer inserted into the center should read at least 150 degrees F (66 degrees C)."", ""Remove from the oven and tent loosely with foil. Allow to rest for 10 to 15 minutes before carving.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.98,0
pilot_recipe_final_048,58683,fd50f70233b975843373837565b1ba1bf6eabe90,Herb-Roasted Pork,Pork,Pork Loin,This herb-roasted pork loin recipe has a sweet and tangy glaze.,"[""1 teaspoon rubbed sage"", ""1 clove garlic, minced"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon ground black pepper"", ""1 (5 pound) boneless pork loin"", ""\u00bd cup white sugar"", ""\u00bc cup vinegar"", ""\u00bc cup water"", ""2 tablespoons soy sauce"", ""1 tablespoon cornstarch""]","[""Preheat the oven to 325 degrees F (165 degrees C)."", ""Combine sage, garlic, salt, and black pepper in a small bowl; rub thoroughly all over pork loin. Place pork in a roasting pan."", ""Bake in the preheated oven on the center rack, uncovered, until an instant-read thermometer inserted into center reads at least 145 degrees F (63 degrees C), depending upon your desired doneness, about 3 hours."", ""Meanwhile, combine sugar, vinegar, water, soy sauce, and cornstarch in a small saucepan over medium heat; cook, stirring occasionally, until glaze begins to bubble and thicken slightly. Remove from heat; cover to keep warm."", ""Brush pork loin with glaze 3 or 4 times during the last 30 minutes of cooking. Pour remaining glaze over roast to serve.""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.73,0
pilot_recipe_final_049,59880,52f606c5800e9135f4c1e060d28e9fd4d078a540,Home-Fried Potatoes,Vegetarian,Vegetarian Breakfast And Brunch,"Yummy home-style fried potatoes. Chunky and flavorful fried potatoes with onion, green pepper, and parsley.","[""4 red potatoes"", ""3 tablespoons olive oil, divided"", ""1 onion, chopped"", ""1 green bell pepper, seeded and chopped"", ""1 teaspoon salt"", ""\u00be teaspoon paprika"", ""\u00bc teaspoon ground black pepper"", ""\u00bc cup chopped fresh parsley""]","[""Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain, cool, and cut into 1/2-inch cubes."", ""Heat 1 tablespoon oil over medium-high heat. Add onion and green pepper. Cook, stirring often, until soft; about 5 minutes. Transfer to a plate and set aside."", ""Pour remaining 2 tablespoons oil into the skillet over medium-high heat. Add potato cubes, salt, paprika, and black pepper. Cook, stirring occasionally, until potatoes are browned; about 10 minutes."", ""Stir in onion-green pepper mix and parsley. Cook for another minute. Serve hot.""]",8,4,side_only,kept_original,useful side-dish pattern worth keeping for parsing diversity,9.48,0
pilot_recipe_final_050,26584,7736291bc3293e89139109989bac7333b873691a,Honey Mustard Spaghetti,Dinner,Pasta Main Dishes,"Sweet-salty, rich honey mustard spaghetti simmers pasta and chicken in a honey mustard cream. The dish is finished with crisp bacon and a sprinkling of green onion.","[""3 tablespoons Dijon mustard"", ""2 tablespoons honey"", ""12 ounces spaghetti"", ""6 slices bacon"", ""1 pound boneless chicken breast, cubed"", ""1 bunch green onions"", ""1 1/2 cups heavy cream"", ""1 teaspoon kosher salt"", ""1/2 teaspoon pepper""]","[""Stir together mustard and honey in a small bowl and set aside. Meanwhile, bring a large pot of salted water to a boil. Cook pasta until tender with a bite, about 9 minutes, or according to package instructions. Reserve 1/2 cup pasta water, drain, and set aside."", ""While pasta cooks, heat a large deep skillet over medium heat. Add bacon and cook until crisp, about 5 minutes. Remove bacon from skillet to a paper towel-lined plate and reserve drippings in the skillet."", ""Add chicken to the hot skillet; cook until browned on all sides (chicken will not be fully cooked through at this point). Remove chicken from skillet and keep warm. Add light green parts of the onions to skillet and cook until tender, 1 to 2 minutes. Stir in honey mustard and heavy cream."", ""Return chicken to skillet and add salt and pepper. Bring to a simmer and cook, stirring occasionally, until slightly thickened and chicken is no longer pink at the center. Add pasta and reserved pasta water to skillet and cook until heated through. Crumble reserved bacon over the top, and sprinkle with green onions to serve.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.69,0
pilot_recipe_final_051,26910,dab0f1ee03fcc8b1a1e1ceb7273c7d84271ca1f3,Hot Honey Grilled Carrots,Dinner,Side Dishes,The sauce on these hot honey grilled carrots has a great balance of flavors that compliment the charred sweet carrots. It's a simple yet beautiful side dish.,"[""1 pound carrots"", ""1 teaspoon vegetable oil"", ""2 tablespoons honey"", ""1 tablespoon gochujang"", ""1 tablespoon butter,"", ""1 teaspoon lime juice"", ""1/8 teaspoon salt"", ""1 pinch crushed red pepper"", ""1 tablespoon fresh cilantro""]","[""Gather all ingredients. Preheat an outdoor grill for medium-high heat, 425 degrees F (220 degrees C)."", ""Brush carrots with oil and grill, covered, over direct heat until fork tender and lightly charred, 14 to16 minutes."", ""Meanwhile whisk together honey, gochujang, butter, lime juice, salt, and crushed red pepper, if using, in a small bowl."", ""Brush cooked carrots with honey mixture, and grill 1 minute more."", ""Transfer carrots to a serving platter. Drizzle with remaining honey mixture."", ""Sprinkle with cilantro to serve.""]",9,6,side_only,kept_original,useful side-dish pattern worth keeping for parsing diversity,9.73,0
pilot_recipe_final_052,45755,17a8e527894ae0fcffbeaf9b4d117aa8eca64c37,Hot Honey Shrimp,Main Dishes,Seafood Main Dishes,"This hot honey shrimp has a dazzling flavor profile—sticky, tangy, and just a little sweet heat. Serve as an appetizer, on skewers if you like, or feel free to add the shrimp to some stir fry vegetables for dinner.","[""1/2 cup reduced-sodium soy sauce"", ""2 tablespoons brown sugar"", ""2 tablespoons rice vinegar"", ""1 tablespoon honey"", ""1/4 teaspoon ground ginger"", ""1 teaspoon minced garlic"", ""1 teaspoon sesame oil"", ""1/4 cup water"", ""1 tablespoon cornstarch""]","[""Stir soy sauce, brown sugar, rice vinegar, honey, ginger, garlic, sesame oil, water, and cornstarch together in a small bowl. Set aside."", ""Pat shrimp dry with a paper towel. Season with salt and pepper."", ""Heat a skillet over medium-high heat. Add vegetable oil; once oil is shimmering, cook shrimp until tails begin to curl, about 3 minutes."", ""Pour in sauce; bring to a simmer and cook until shrimp is bright pink and opaque and sauce is thickened, about 2 minutes."", ""Sprinkle with black sesame seeds and serve.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.96,0
pilot_recipe_final_053,4026,1e3b08121b9d33f341a0fb0d88ec3dd36cdd8bc2,Italian Style Short Ribs,Beef Recipes,Beef Ribs,I like to serve this easy dish with steamed broccoli and rice prepared with some of the remaining pan juices.,"[""1 tablespoon butter"", ""3 slices bacon, chopped"", ""2 pounds beef short ribs, cut into 2 inch pieces"", ""1 \u00bd teaspoons salt"", ""\u215b teaspoon ground black pepper"", ""1 cup beef broth"", ""2 tablespoons fresh lemon juice"", ""\u00bc cup red wine"", ""\u215b teaspoon dried oregano, crushed""]","[""Preheat oven to 350 degrees F (175 degrees C)."", ""In a large heavy saucepan over medium heat, melt the butter and brown the bacon and beef short ribs, stirring constantly for about 10 minutes."", ""Transfer ribs and bacon to a 2 quart baking dish. Season with salt and pepper. Pour in the beef broth, lemon juice and red wine. Sprinkle in oregano. Mix well and cover the dish."", ""Bake in the preheated oven 1 1/2 to 2 hours, until the meat may be easily separated from the bone. Spoon off excess fat before serving.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.73,0
pilot_recipe_final_054,4006,22129692b02463db67d03d860ffe03229074ae2a,Korean Barbecue Short Ribs Teriyaki,Beef Recipes,Beef Ribs,"We are doing Korean-style barbecue beef short ribs, except that we're going to use a classic Japanese teriyaki marinade, which aside from being super easy, works incredibly well on this cut of beef. I served mine with rice and coleslaw, and topped the ribs with green onion and cilantro or cilantro flowers.","[""\u00bd cup soy sauce"", ""\u00bd cup sake"", ""\u2153 cup mirin (Japanese sweet wine)"", ""\u00bc cup packed brown sugar"", ""2 teaspoons finely grated ginger"", ""2 tablespoons finely minced green onions"", ""1 teaspoon ground turmeric"", ""2 pounds beef short ribs, cut flanken-style""]","[""Combine soy sauce, sake, mirin, brown sugar, ginger, green onions, and turmeric in a large mixing bowl and whisk until combined. Add the short ribs and toss until thoroughly and evenly coated."", ""Cover with plastic wrap and marinate in the refrigerator for 4 to 12 hours, tossing occasionally."", ""Preheat a charcoal grill for high heat."", ""Remove meat from the refrigerator. Grill over very hot charcoal until slightly caramelized and just cooked through, 2 to 3 minutes per side. Any excess marinade can be used to baste the meat while it's grilling. Flip meat after basting to allow to caramelize, about 1 minute more per side."", ""Serve immediately, spooning or brushing on any accumulated juices from the plate.""]",8,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.73,0
pilot_recipe_final_055,26070,7414452a22bd024c13841e2a7317c44ff63bea75,Lemon Panko-Crusted Salmon,Dinner,Quick And Easy Dinners For One,I love serving this panko salmon with a side of glazed baby carrots and garlic and feta mashed potatoes. It's a quick yet healthy meal that will satisfy your hunger.,"[""6 tablespoons panko bread crumbs"", ""1 tablespoon grated Parmesan cheese"", ""\u00bd teaspoon lemon-pepper seasoning"", ""\u00bd teaspoon dried thyme"", ""\u00bd teaspoon dried parsley"", ""\u215b teaspoon granulated garlic"", ""\u215b teaspoon lemon zest"", ""2 (4 ounce) salmon fillets"", ""1 tablespoon butter, melted""]","[""Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with aluminum foil."", ""Combine panko, Parmesan, lemon-pepper seasoning, thyme, parsley, garlic, and lemon zest in a bowl."", ""Place salmon onto the prepared baking sheet. Brush melted butter over top, then sprinkle with panko mixture."", ""Bake in the preheated oven until fish flakes easily with a fork, 20 to 25 minutes.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.67,0
pilot_recipe_final_056,60258,af4e09423110f30cc8fd4d0962115367fd00a747,Make-Ahead Vegetarian Moroccan Stew,Vegetarian,Vegetarian Soups And Stews,"This family-favorite Moroccan stew is delicious and healthy. Refrigerate it, freeze it, or eat it right away! Serve over couscous with a slice of warm bread.","[""1 teaspoon ground cinnamon"", ""1 teaspoon ground cumin"", ""1 teaspoon kosher salt"", ""\u00bd teaspoon ground ginger"", ""\u00bc teaspoon ground cloves"", ""\u00bc teaspoon ground nutmeg"", ""\u00bc teaspoon ground turmeric"", ""\u215b teaspoon curry powder""]","[""Make the spice mixture: Mix cinnamon, cumin, salt, ginger, cloves, nutmeg, turmeric, and curry powder together in a bowl."", ""Make the stew: Melt butter in a large pot over medium heat. Add onion and cook until soft and just beginning to brown, 5 to 10 minutes. Stir in kale and spice mixture; cook and stir until kale begins to wilt and spices are fragrant, about 2 minutes."", ""Add broth, garbanzo beans, tomatoes, potatoes, sweet potatoes, carrots, lentils, apricots, and honey; stir to combine and bring to a boil."", ""Reduce the heat to low and simmer for 5 minutes. Remove from the heat and let cool for 30 to 40 minutes. Cover the pot and refrigerate for up to 3 days."", ""When ready to eat, remove from the refrigerator and bring to a boil. Reduce the heat and simmer until vegetables are tender and stew is heated through, about 25 minutes. Season with black pepper. If a thicker stew is desired, dissolve cornstarch in water. Stir mixture into stew and simmer until thickened, about 5 more minutes.""]",8,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.71,0
pilot_recipe_final_057,59849,0033cb34a459260ebfffaa5fef3909ae73519733,Marinated Barbequed Vegetables,Vegetarian,Vegetarian Bbq & Grilling,"These tasty barbeque vegetables can be cooked on skewers or thrown straight on the grill. Serve them hot or at room temperature. As cold leftovers, they're great with crusty bread.","[""1 small eggplant, cut into 3/4 inch thick slices"", ""2 small red bell peppers, seeded and cut into wide strips"", ""3 zucchinis, sliced"", ""6 fresh mushrooms, stems removed"", ""\u00bc cup olive oil"", ""\u00bc cup lemon juice"", ""\u00bc cup coarsely chopped fresh basil"", ""2 cloves garlic, peeled and minced""]","[""Place eggplant, bell peppers, zucchinis, and mushrooms into a large bowl."", ""Whisk together olive oil, lemon juice, basil, and garlic in a medium bowl until well combined. Pour mixture over vegetables; toss to coat. Cover the bowl and marinate in the refrigerator for at least 1 hour."", ""Preheat an outdoor grill for high heat and lightly oil the grate."", ""Place vegetables on skewers or directly on the preheated grill. Cook, brushing frequently with marinade, until desired doneness is reached, 2 to 3 minutes per side.""]",8,4,side_only,kept_original,useful side-dish pattern worth keeping for parsing diversity,9.48,0
pilot_recipe_final_058,47646,ff600d4305c45d294a54d811bf9d07aa80d818f5,Marinated Tuna Steak,Main Dishes,Summer Main Dishes,"This tuna steak recipe includes a tangy marinade made with orange juice, soy sauce, and garlic for a wonderful taste.","[""\u00bc cup orange juice"", ""\u00bc cup soy sauce"", ""2 tablespoons olive oil"", ""2 tablespoons chopped fresh parsley"", ""1 tablespoon lemon juice"", ""1 clove garlic, minced"", ""\u00bd teaspoon chopped fresh oregano"", ""\u00bd teaspoon ground black pepper"", ""4 (4 ounce) tuna steaks""]","[""Gather all ingredients."", ""Mix orange juice, soy sauce, olive oil, parsley, lemon juice, garlic, oregano, and pepper together in a large non-reactive dish until well combined. Place tuna steaks in marinade and turn to coat. Cover the dish with plastic wrap and marinate in the refrigerator for at least 30 minutes."", ""Preheat an outdoor grill for high heat and lightly oil the grate. Remove tuna steaks from the marinade and shake off excess; reserve marinade for basting."", ""Cook tuna steaks on the preheated grill for 5 to 6 minutes; flip steaks and baste with reserved marinade. Cook for an additional 5 minutes, or to desired doneness. Discard any remaining marinade."", ""Serve and enjoy!""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.88,0
pilot_recipe_final_059,26471,31449b40bf42b3f1f199d3120e9d60ec04813bc6,Million Dollar Chicken Breasts,Dinner,Main Dishes,"Million dollar chicken breasts are absolutely delicious. Chicken breasts are topped with cream cheese, sour cream, Cheddar, and bacon for a rich and decadent meal for the ages - exactly what you'd expect for a million dollar recipe!","[""4 boneless chicken breasts"", ""1/4 teaspoon salt"", ""1/4 teaspoon ground black pepper"", ""1 (8-ounce) cream cheese, softened"", ""1/3 cup sour cream"", ""1 cupshredded sharp C shredded sharp C"", ""6 slices bacon"", ""1/2 cup green onion, divided"", ""1 teaspoon talian seasoning""]","[""Gather all ingredients. Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish."", ""Sprinkle chicken with salt and pepper. Place chicken in the prepared baking dish."", ""Stir together cream cheese and sour cream in a bowl until combined. Stir in 1/2 cup of the Cheddar cheese, bacon, 1/4 cup of the green onions, and Italian seasoning. Spread evenly over the chicken."", ""Bake until chicken is done (165 degrees F or 74 degrees C) when tested with an instant-read thermometer, 25 to 30 minutes."", ""Top with the remaining 1/2 cup cheese. Bake until cheese melts, 5 minutes."", ""Garnish with remaining 1/4 cup green onions.""]",9,6,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.65,0
pilot_recipe_final_060,26555,09b2ac03c4a4487d0da1ef2b314546c80ca8840f,Miso Ramen Stir Fry,Dinner,Pasta Main Dishes,"For these 15-minute miso ramen noodles with asparagus and mushrooms, discard that seasoning packet and amp up your instant ramen with fresh veggies and miso, which adds an umami flavor bomb. Instant ramen will never be the same. Try adding a hard boiled egg on top.","[""6 ounces instant ramen noodles"", ""1 tablespoon sesame oil"", ""4 ounces mushrooms"", ""2 teaspoons rice vinegar"", ""1 teaspoon low sodium soy sauce"", ""6 spears asparagus"", ""2 tablespoons unsalted butter"", ""1 tablespoon miso paste"", ""chopped scallions"", ""sesame seeds,""]","[""Bring a pot of water to a boil, and add ramen, breaking up noodles if desired. Cook until tender, about 3 minutes, or according to package directions. Drain and set aside."", ""Heat sesame oil in a large skillet over medium heat, Add sliced mushrooms. Cook 4 minutes."", ""Add rice vinegar and soy sauce. Cook 4 minutes."", ""Add asparagus and cook 1 minute. Stir in butter and miso paste. Cook 1 minute more. Turn heat off."", ""Stir in drained noodles. Ladle into serving dishes and garnish with scallions and sesame seeds.""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.69,0
pilot_recipe_final_061,48644,ca71399656c0c8c7891514c142cf5dac81fb95b7,Miso Salmon,Main Dishes,Japanese Main Dishes,This Japanese-style broiled miso salmon is an easy recipe I came up with at the request of my family. It tastes just like some we've had at Japanese restaurants. Serve with sticky white rice and a light salad.,"[""2 (1 1/2-pound) salmon fillets, skin removed"", ""1 cup miso paste"", ""\u00bd cup brown sugar"", ""\u00bd cup prepared soy-ginger salad dressing"", ""\u00bc cup sake"", ""\u00bc cup water"", ""3 tablespoons seasoned rice vinegar"", ""2 tablespoons sesame seeds"", ""1 teaspoon sesame oil""]","[""Preheat the oven to 400 degrees F (200 degrees C)."", ""Fill a large skillet with about 1 inch of water and bring to a boil. Poach fish just until cooked on the outside, about 2 minutes per side. Transfer fillets to a broiler pan."", ""Stir together miso paste, brown sugar, salad dressing, sake, water, rice vinegar, sesame seeds, and sesame oil in a small bowl. Spread over the tops of the salmon fillets."", ""Bake in the preheated oven until almost cooked through, about 15 minutes. Switch the oven to broil, and broil until the top is browned and bubbly, about 5 more minutes. Cut fillets into portions to serve.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.73,0
pilot_recipe_final_062,60026,0c702f20520861d95fa4a0ae91716619ee598435,Mujaddara Arabic Lentil Rice,Vegetarian,Vegetarian Whole Grain,"Mujaddara Arabic lentil rice is a great tasting dish to enjoy and share with family and friends. It's a special dish for vegetarians, and one of our favorite meals. Instead of placing the onion on top you can mix it along with the lentils and rice before serving. It makes a perfect meal with a fresh green salad. Also you can use 2 cups of vegetable broth instead of 2 cups of water to cook the lentils.","[""2 3/4 cups water, divided"", ""1 cup dry lentils, rinsed"", ""1 tablespoon ground cumin"", ""1 tablespoon garlic powder"", ""2 teaspoons salt, divided"", ""\u00be cup white rice, rinsed"", ""2 tablespoons olive oil"", ""\u00bc cup vegetable oil"", ""3 white onions, sliced into 1/4-inch rings""]","[""Combine 2 cups water, lentils, cumin, garlic powder, and 1 teaspoon salt in a pot over medium heat; bring to a simmer. Reduce heat to low; cook until lentils begin to soften, 20 to 30 minutes."", ""Stir rice, remaining 3/4 cup water, remaining 1 teaspoon salt, and olive oil into lentils. Cover pot; continue cooking until lentils and rice tender, about 40 minutes more."", ""Heat vegetable oil in a skillet over medium heat. Add onions; cook and stir until browned, 7 to 10 minutes. Top rice and lentil mixture with onions; serve.""]",9,3,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.48,0
pilot_recipe_final_063,59530,8329e335af0c46715bea790aad0660b8ba552f85,Orange-Pineapple Pork Stir-Fry,Pork,Pork Stir-Fry,Fruit and pork stir fry served over rice.,"[""3 tablespoons all-purpose flour"", ""2 tablespoons water"", ""1 \u00bd cups water"", ""1 cup brown sugar"", ""\u2153 cup rice vinegar"", ""\u00bc cup lemon juice"", ""2 tablespoons orange juice"", ""\u00bd teaspoon minced garlic"", ""\u00bd teaspoon onion powder""]","[""Whisk 3 tablespoons flour and 2 tablespoons water for sauce together in a 3-quart saucepan until well combined."", ""Mix 1 1/2 cup water, brown sugar, rice vinegar, lemon juice, orange juice, garlic, and onion powder together in a bowl. Slowly add to the flour-water mixture in the saucepan while stirring. Bring to boil over medium-high heat. Continue to cook and stir until sauce has thickened, 3 to 5 minutes. Remove from the heat."", ""Combine 1/4 cup flour, salt, and pepper for pork in a resealable plastic bag. Cut pork into bite-sized pieces; drop into the flour mixture and shake until well coated."", ""Melt butter in a 5-quart skillet over medium heat. Add pork pieces and and cook until browned, 3 to 5 minutes. Add carrots and sauce and bring to a simmer. Simmer for 5 minutes, stirring occasionally. Add pineapple and orange and simmer for 5 more minutes."", ""Serve over cooked rice.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.98,0
