recipe_id_candidate,source_index,display_name,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_grams_estimated,parse_status,fooddb_version_used,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes
recipes_v1_1_candidate_050,46018,Zucchini Chicken Rice Casserole,2,"1 pound skinless boneless chicken thighs, cut into bite-sized pieces",chicken thighs,chicken thighs,1.0,pound,453.59,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_050,46018,Zucchini Chicken Rice Casserole,6,1/2 teaspoon crushed red pepper,crushed red pepper,red pepper,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_050,46018,Zucchini Chicken Rice Casserole,7,1 cup white rice,white rice,white rice,1.0,cup,185.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_050,46018,Zucchini Chicken Rice Casserole,8,4 cups zucchini (about 2 zucchini),zucchini,zucchini,4.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_050,46018,Zucchini Chicken Rice Casserole,10,2 cups reduced-sodium chicken broth,reduced-sodium chicken broth,reduced sodium chicken broth,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_050,46018,Zucchini Chicken Rice Casserole,12,2 tablespoons lemon juice,lemon juice,lemon juice,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_050,46018,Zucchini Chicken Rice Casserole,13,1 cup feta cheese,feta cheese,feta cheese,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_050,46018,Zucchini Chicken Rice Casserole,14,"1 cup provolone cheese, divided",provolone cheese,provolone cheese,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_051,5680,Cabbage Borsht,1,3 pounds bone-in chicken pieces,bone-in chicken pieces,bone in chicken pieces,3.0,pound,1360.78,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_051,5680,Cabbage Borsht,2,1 gallon water,gallon water,gallon water,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_051,5680,Cabbage Borsht,3,1 (10.75 ounce) can condensed tomato soup,condensed tomato soup,condensed tomato soup,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_051,5680,Cabbage Borsht,5,"1 large head cabbage, cored and shredded",head cabbage,head cabbage,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_051,5680,Cabbage Borsht,11,1 bunch chopped fresh dill,chopped fresh dill,dill,1.0,bunch,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_052,14727,Teriyaki Chicken with Mushrooms and Broccoli,2,½ cup rice vinegar,rice vinegar,rice vinegar,0.5,cup,92.5,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_052,14727,Teriyaki Chicken with Mushrooms and Broccoli,10,"1 pound broccoli florets, chopped into bite-sized pieces",broccoli florets,broccoli florets,1.0,pound,453.59,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_052,14727,Teriyaki Chicken with Mushrooms and Broccoli,11,1 (8 ounce) package sliced mushrooms,sliced mushrooms,mushrooms,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_053,28309,Baked Chicken and Vegetable Rice Paper Rolls,5,2 cups shredded cooked chicken,shredded cooked chicken,chicken,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_053,28309,Baked Chicken and Vegetable Rice Paper Rolls,6,1 cup shredded cabbage,shredded cabbage,cabbage,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_053,28309,Baked Chicken and Vegetable Rice Paper Rolls,9,2 tablespoons dry garlic sauce,dry garlic sauce,dry garlic sauce,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_053,28309,Baked Chicken and Vegetable Rice Paper Rolls,10,½ cup cooked jasmine rice,cooked jasmine rice,jasmine rice,0.5,cup,92.5,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_053,28309,Baked Chicken and Vegetable Rice Paper Rolls,11,12 rice paper wrappers,rice paper wrappers,rice paper wrappers,12.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_054,36407,Dad's Lima Bean Soup with Ham Bone,1,1 ham bone with some meat,ham bone with some meat,ham bone with some meat,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_054,36407,Dad's Lima Bean Soup with Ham Bone,3,1 (16 ounce) package dried lima beans,dried lima beans,lima beans,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_054,36407,Dad's Lima Bean Soup with Ham Bone,7,½ pound diced cooked ham,diced cooked ham,ham,0.5,pound,226.8,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_054,36407,Dad's Lima Bean Soup with Ham Bone,8,"4 carrots, peeled and sliced",carrots,carrots,4.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_055,46266,Chicken Adobo Fried Rice,4,1/2 cup green peas,green peas,green peas,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_055,46266,Chicken Adobo Fried Rice,5,1/2 cup carrots,carrots,carrots,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_055,46266,Chicken Adobo Fried Rice,9,1 pound chicken adobo,chicken adobo,chicken adobo,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_055,46266,Chicken Adobo Fried Rice,13,2 green onions,green onions,green onions,2.0,count,220.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_056,47165,Braised Beef Short Ribs,1,½ cup all-purpose flour for coating,all-purpose flour for coating,all purpose flour for coating,0.5,cup,60.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_056,47165,Braised Beef Short Ribs,7,1 cup stewed tomatoes,stewed tomatoes,stewed tomatoes,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_056,47165,Braised Beef Short Ribs,9,"6 potatoes, peeled and cubed",potatoes,potatoes,6.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_056,47165,Braised Beef Short Ribs,10,"3 onions, chopped",onions,onions,3.0,count,330.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_056,47165,Braised Beef Short Ribs,11,"6 carrots, chopped",carrots,carrots,6.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_056,47165,Braised Beef Short Ribs,12,1 ½ tablespoons all-purpose flour,all-purpose flour,all purpose flour,1.5,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_057,48399,Neck Bones and Lima Beans,1,2 tablespoons garlic powder,garlic powder,garlic powder,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_057,48399,Neck Bones and Lima Beans,2,2 tablespoons onion powder,onion powder,onion powder,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_057,48399,Neck Bones and Lima Beans,4,1 tablespoon rubbed sage,rubbed sage,rubbed sage,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_057,48399,Neck Bones and Lima Beans,6,1 teaspoon seasoned salt,seasoned salt,seasoned salt,1.0,teaspoon,6.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_057,48399,Neck Bones and Lima Beans,8,3 pounds pork neck bones,pork neck bones,pork neck bones,3.0,pound,1360.78,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_057,48399,Neck Bones and Lima Beans,11,1 cup chopped red bell pepper,chopped red bell pepper,red bell pepper,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_057,48399,Neck Bones and Lima Beans,12,1 (16 ounce) package dried lima beans,dried lima beans,lima beans,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_058,48498,Filipino Pancit Bihon with Canton,1,½ (8 ounce) package pancit bihon (rice noodles),pancit bihon,pancit bihon,0.5,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_058,48498,Filipino Pancit Bihon with Canton,5,1 cup chopped cooked chicken,chopped cooked chicken,chicken,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_058,48498,Filipino Pancit Bihon with Canton,9,"1 small head cabbage, shredded",head cabbage,head cabbage,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_058,48498,Filipino Pancit Bihon with Canton,13,½ (8 ounce) package pancit canton (yellow Chinese noodles),pancit canton,pancit canton,0.5,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_059,649,Italian Meatballs on Parmesan Noodles,1,1/2 cup seasoned bread crumbs,seasoned bread crumbs,seasoned bread crumbs,0.5,cup,54.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_059,649,Italian Meatballs on Parmesan Noodles,6,1/2 tablespoon kosher salt,kosher salt,kosher salt,0.5,tablespoon,9.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_059,649,Italian Meatballs on Parmesan Noodles,9,1/2 teaspoon red pepper flakes,red pepper flakes,red pepper flakes,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_059,649,Italian Meatballs on Parmesan Noodles,12,1 1/4 cups beef broth,beef broth,beef broth,1.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_059,649,Italian Meatballs on Parmesan Noodles,13,1 pound ground beef,ground beef,beef,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_060,36805,Shrimp Pomelo Salad,2,"1 lime, juiced",lime,lime,1.0,count,67.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_060,36805,Shrimp Pomelo Salad,5,2 teaspoons rice vinegar,rice vinegar,rice vinegar,2.0,teaspoon,10.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_061,55167,Zoodles alla Carbonara,6,"1 extra large zucchini, cut into noodle-shape strands",zucchini,zucchini,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_061,55167,Zoodles alla Carbonara,7,2 tablespoons grated Parmigiano-Reggiano cheese,grated Parmigiano-Reggiano cheese,parmigiano reggiano cheese,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_062,131,Air Fryer Garlic Green Beans,4,1/4 teaspoon seasoned salt,seasoned salt,seasoned salt,0.25,teaspoon,1.5,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_063,41552,Dad's Pan-Fried Green Beans,2,3 tablespoons light soy sauce,light soy sauce,light soy sauce,3.0,tablespoon,48.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_063,41552,Dad's Pan-Fried Green Beans,3,1 tablespoon balsamic vinegar,balsamic vinegar,balsamic vinegar,1.0,tablespoon,15.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_064,41554,Sweet and Spicy Green Beans,4,1 teaspoon garlic chili sauce,garlic chili sauce,garlic chili sauce,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_064,41554,Sweet and Spicy Green Beans,6,2 teaspoons canola oil,canola oil,canola oil,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_065,50784,Vegetarian Refried Beans,1,"1 pound dry pinto beans, rinsed",dry pinto beans,dry pinto beans,1.0,pound,453.59,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_065,50784,Vegetarian Refried Beans,4,2 tablespoons ground cumin,ground cumin,cumin,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_065,50784,Vegetarian Refried Beans,5,1 tablespoon chili powder,chili powder,chili powder,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_066,60027,Jasmine Rice,3,¼ cup green peas,green peas,green peas,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_066,60027,Jasmine Rice,4,1 bay leaf,bay leaf,bay leaf,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_066,60027,Jasmine Rice,5,1 ½ cups dry jasmine rice,dry jasmine rice,dry jasmine rice,1.5,cup,277.5,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_067,60282,Simple Cauliflower Soup,1,2 tablespoons unsalted butter,unsalted butter,unsalted butter,2.0,tablespoon,28.4,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_067,60282,Simple Cauliflower Soup,5,2 cups vegetable stock,vegetable stock,vegetable stock,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_068,37882,Instant Pot Potato and Bacon Soup,2,"6 slices bacon, chopped",bacon,bacon,6.0,slice,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_068,37882,Instant Pot Potato and Bacon Soup,4,"2 ribs celery, sliced",ribs celery,ribs celery,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_068,37882,Instant Pot Potato and Bacon Soup,7,"2 ½ pounds red potatoes, diced",red potatoes,red potatoes,2.5,pound,1133.98,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_068,37882,Instant Pot Potato and Bacon Soup,8,4 cups chicken broth,chicken broth,chicken broth,4.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_069,2095,Vietnamese Salad Rolls,1,1 (8 ounce) package rice vermicelli,rice vermicelli,rice vermicelli,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_069,2095,Vietnamese Salad Rolls,3,8 rice wrappers (6.5 inch diameter),rice wrappers,rice wrappers,8.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_069,2095,Vietnamese Salad Rolls,4,"1 carrot, julienned",julienned,julienned,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_069,2095,Vietnamese Salad Rolls,7,½ cup hoisin sauce,hoisin sauce,hoisin sauce,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_070,45090,Hot Honey Salmon Bowls,4,1 teaspoon smoked paprika,smoked paprika,smoked paprika,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_070,45090,Hot Honey Salmon Bowls,5,1/4 teaspoon garlic powder,garlic powder,garlic powder,0.25,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_070,45090,Hot Honey Salmon Bowls,6,1/4 teaspoon onion powder,onion powder,onion powder,0.25,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_070,45090,Hot Honey Salmon Bowls,10,"2 (4 ounce) salmon fillets,",salmon fillets,salmon fillets,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_070,45090,Hot Honey Salmon Bowls,12,"1/2 English cucumber, sliced",English cucumber,english cucumber,0.5,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_070,45090,Hot Honey Salmon Bowls,13,1/2 cup cherry tomatoes,cherry tomatoes,cherry tomatoes,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_070,45090,Hot Honey Salmon Bowls,15,1/4 cup olives,olives,olives,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_071,26312,Roasted Tomato Hummus Toast,4,15 ounce garbanzo beans,garbanzo beans,garbanzo beans,15.0,ounce,425.24,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_071,26312,Roasted Tomato Hummus Toast,8,2 tablespoons fresh lemon juice,fresh lemon juice,lemon juice,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_071,26312,Roasted Tomato Hummus Toast,10,8 slices sourdough bread,sourdough bread,sourdough bread,8.0,slice,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_071,26312,Roasted Tomato Hummus Toast,11,2 teaspoons za'atar,za'atar,za atar,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_072,15134,Dutch Oven Chili Colorado,1,4 ancho chiles,ancho chiles,ancho chiles,4.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_072,15134,Dutch Oven Chili Colorado,4,"2 medium onions, coarsely chopped",onions,onions,2.0,count,220.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_072,15134,Dutch Oven Chili Colorado,6,¼ cup ground red chile pepper,ground red chile pepper,red chile pepper,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_072,15134,Dutch Oven Chili Colorado,8,1 teaspoon cumin seeds,cumin seeds,cumin seeds,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_072,15134,Dutch Oven Chili Colorado,10,½ teaspoon ground coriander,ground coriander,coriander,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_072,15134,Dutch Oven Chili Colorado,11,"1 cup Mexican beer, or more as needed",Mexican beer,mexican beer,1.0,cup,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_073,35509,Mongo Guisado (Mung Bean Soup),2,ounces raw mung beans,ounces raw mung beans,ounces mung beans,,,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_073,35509,Mongo Guisado (Mung Bean Soup),10,"3 cups chicken broth, or more as needed",chicken broth,chicken broth,3.0,cup,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_073,35509,Mongo Guisado (Mung Bean Soup),11,8 ounces fresh spinach leaves,fresh spinach leaves,spinach leaves,8.0,ounce,226.8,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_074,42803,Adas bil Hamod (Lebanese Lentil Lemon Soup),2,½ cup chopped onions,chopped onions,onions,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_074,42803,Adas bil Hamod (Lebanese Lentil Lemon Soup),3,1 pound brown lentils,brown lentils,brown lentils,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_074,42803,Adas bil Hamod (Lebanese Lentil Lemon Soup),5,1 (16 ounce) package frozen whole leaf spinach,frozen whole leaf spinach,whole leaf spinach,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_074,42803,Adas bil Hamod (Lebanese Lentil Lemon Soup),8,¾ cup lemon juice,lemon juice,lemon juice,0.75,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_075,48330,Mom's Goulash in the Microwave,1,1 (8 ounce) package uncooked elbow macaroni,uncooked elbow macaroni,uncooked elbow macaroni,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_075,48330,Mom's Goulash in the Microwave,2,1 pound ground beef,ground beef,beef,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_075,48330,Mom's Goulash in the Microwave,6,1 (14.5 ounce) can diced tomatoes,diced tomatoes,tomatoes,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_075,48330,Mom's Goulash in the Microwave,8,1 tablespoon sugar,sugar,sugar,1.0,tablespoon,12.5,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_076,55386,Shrimp Vermicelli Salad,1,1 pound vermicelli pasta,vermicelli pasta,vermicelli pasta,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_077,55464,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",1,"3 medium garlic cloves, minced",garlic cloves,garlic cloves,3.0,count,9.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_077,55464,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",3,1 tablespoon rice wine vinegar,rice wine vinegar,rice wine vinegar,1.0,tablespoon,15.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_077,55464,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",4,1 tablespoon sugar,sugar,sugar,1.0,tablespoon,12.5,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_077,55464,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",7,¾ teaspoon hot red pepper flakes,hot red pepper flakes,hot red pepper flakes,0.75,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
